id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_since,host_is_superhost,host_n_listings,url_listing,url_picture
l_671623902125220736,Peaceful Getaway 10 Minutes to Downtown Asheville,"Located 10 minutes to Downtown Asheville, 4 minutes to the Blue Ridge Parkway, and 7 minutes to the Biltmore Estate, the Blue Ridge Basecamp is your ideal home base for all your adventures. This pet-friendly, 1 bedroom/1 bath is located in a quiet, wooded neighborhood, but close to everything Asheville and the surrounding area has to offer. Its nature meets city at its finest! ✨",28803,Tuxedo Park,35.55016,-82.47998,Entire rental unit,Entire home/apt,2,1,1,1,"First aid kit;Botanic Hearth Peppermint Oil shampoo;Cleaning products;Luggage dropoff allowed;Pets allowed;Blender;Room-darkening shades;Iron;Coffee maker: french press, Keurig coffee machine;Extra pillows and blankets;Heating - split type ductless system;Wine glasses;Hot water kettle;AC - split type ductless system;Cooking basics;Essentials;Stainless steel oven;Refrigerator;Shower gel;Hot water;Baking sheet;Dishes and silverware;Private entrance;Botanic Hearth Peppermint Oil conditioner;Hair dryer;Kitchen;Keypad;Free washer – In unit;Bed linens;Carbon monoxide alarm;Stainless steel stove;Microwave;Coffee;Hangers;A La Maison Natural Body Wash Rosemary Mint Scent body soap;Exterior security cameras on property;Books and reading material;Fire extinguisher;Free dryer – In unit;Long term stays allowed;Fast wifi – 354 Mbps;Freezer;Private patio or balcony;Self check-in;Ethernet connection;Toaster;Dining table;HDTV with Netflix, Roku;Outdoor furniture;Free driveway parking on premises – 2 spaces;Smoke alarm",86,1,90,334,195,2022-08-15,2025-06-09,5.64,4.99,5,4.96,4.98,h_267939283,Jaime,2019-06-11,TRUE,1,https://www.airbnb.com/rooms/671623902125220796,https://a0.muscache.com/pictures/miso/Hosting-671623902125220796/original/e4e4da97-8e97-47eb-938f-efcbb3eb7dd8.png
l_671628225834649728,Spacious Family Home Near Hiking & Breweries!,"Explore Asheville, spend quality time with loved ones, and experience the perfect blend of seclusion and convenience when you stay at this woodsy 5-bedroom, 3.5-bathroom vacation rental home. Create lifelong memories of lounging in the backyard hammock, sipping your coffee on the deck, and roasting marshmallows around the fire pit. While uniquely enjoyable on its own, this Arden abode is also near scenic vistas on the Blue Ridge Parkway and historical sites like the Biltmore Estate.",28704,South Asheville,35.47256,-82.49294,Entire home,Entire home/apt,10,3.5,5,6,First aid kit;Central heating;Fire pit;Blender;Board games;Window AC unit;Cooking basics;Essentials;Bathtub;Refrigerator;Dishwasher;Hot water;Dishes and silverware;Private entrance;BBQ grill: gas;Hair dryer;Kitchen;Keypad;Dryer;Ceiling fan;Bed linens;Kayak;Carbon monoxide alarm;Microwave;Wifi;TV;Books and reading material;Fire extinguisher;Long term stays allowed;Central air conditioning;Coffee maker;Self check-in;Outdoor furniture;Toaster;Oven;Washer;Clothing storage;Free residential garage on premises;Hammock;Smoke alarm;Patio or balcony;Private backyard,279,3,1125,199,2,2022-10-10,2022-10-16,0.06,5,5,5,5,h_121681645,Evolve,2017-03-20,FALSE,31,https://www.airbnb.com/rooms/671628225834649785,https://a0.muscache.com/pictures/prohost-api/Hosting-671628225834649785/original/17d89074-c82d-42f2-93ca-c1aa93a8db63.jpeg
l_672304373121185024,Cozy up in the Bear Den-dog friendly,"Come spend some time at the Bear Den! Someone recently said this sweet house feels like a warm hug. It's my primary residence and, I lend it while I'm traveling. My hope is that it feels peaceful, inviting and restful, like you're staying at your friend's mountain cottage. It's at the end of the lane for maximum privacy but only 10-15 minutes to everything downtown Asheville has to offer!",28805,East Asheville,35.6186047,-82.4815567,Entire home,Entire home/apt,6,2,3,4,First aid kit;Air conditioning;Central heating;Luggage dropoff allowed;Indoor fireplace: wood-burning;Pets allowed;Heating - split type ductless system;Wine glasses;Hot water kettle;Shampoo;Dedicated workspace;Shower gel;Hot water;Hair dryer;Kitchen;Ceiling fan;Carbon monoxide alarm;Wifi;TV;Lockbox;Fire extinguisher;Private patio or balcony;Self check-in;Toaster;Oven;Washer;Outdoor dining area;Free parking on premises;Smoke alarm,135,2,10,129,6,2024-07-28,2025-03-29,0.55,5,4.83,5,4.83,h_50919042,Katherine,2015-12-09,FALSE,1,https://www.airbnb.com/rooms/672304373121184989,https://a0.muscache.com/pictures/miso/Hosting-672304373121184989/original/a48d4154-b87e-431d-9d96-4857d55fc3b6.jpeg
l_673618382327247872,Beautifully Remodeled 2 BR Home Close to West AVL!,"This quaint home has a country feel but is literally 4 minutes from I-40, 7 minutes to Haywood Rd, & less than 15 minutes to downtown AVL!  Comfortably sleeps 4 with king & queen sized beds. With all the amenities you need, sip coffee on covered front porch, watch wildlife in front or back yard, grill out, relax by the fire pit, spend time exploring WNC! Store bikes, kayaks, gear in the utility bldg. Close to Blue Ridge Pkwy, Pisgah Natl Forest, Biltmore Estate, breweries, golf courses, & more!",28806,West Asheville,35.57085,-82.64757,Entire home,Entire home/apt,4,1,2,2,"Cleaning products;55 inch HDTV;Central heating;Luggage dropoff allowed;Fire pit;Pets allowed;Blender;Conditioner;Board games;Coffee maker: drip coffee maker, Keurig coffee machine;Free dryer – In building;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Hot water;Baking sheet;Dishes and silverware;Hair dryer;Kitchen;Keypad;Private backyard – Not fully fenced;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Stove;Microwave;Wifi;Dove body soap;Hangers;Coffee;BBQ grill;Books and reading material;Fire extinguisher;Long term stays allowed;Central air conditioning;Freezer;Self check-in;Dining table;Toaster;Oven;Outdoor furniture;Outdoor dining area;Clothing storage: closet and dresser;Hammock;Free parking on premises;Free washer – In building;Smoke alarm",110,2,365,167,60,2022-08-04,2025-04-28,1.72,4.93,4.93,4.75,4.85,h_98604649,Heather,2016-10-07,FALSE,1,https://www.airbnb.com/rooms/673618382327247833,https://a0.muscache.com/pictures/miso/Hosting-673618382327247833/original/cd229d7b-aa36-4154-a99a-58ed80df3176.jpeg
l_674052062759182592,Oak and Ivey Cottage,"Enjoy everything Asheville has to offer! Blue Ridge Parkway three minutes away. 10 minutes to  Biltmore estate, downtown Asheville, and incredible restaurants breweries and shopping.  <br />Our three bedroom, the three bathroom cottage is completely furnished with all the amenities to enjoy a comfortable getaway. ￼",28805,East Asheville,35.60566480010464,-82.48434975743294,Entire home,Entire home/apt,8,3,3,3,First aid kit;Air conditioning;Central heating;Coffee maker: Keurig coffee machine;Fire pit;Stainless steel single oven;Conditioner;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Shampoo;Dedicated workspace;Indoor fireplace;Refrigerator;Shower gel;Dishwasher;Hot water;Dishes and silverware;Hair dryer;Kitchen;Mountain view;Bed linens;Carbon monoxide alarm;Microwave;Wifi;Dove body soap;Hangers;TV;Fire extinguisher;Free dryer – In unit;Private patio or balcony;Electric stove;Toaster;Dining table;Washer;Outdoor furniture;Outdoor dining area;Free parking on premises;Smoke alarm;Private backyard,189,2,365,239,46,2024-07-14,2025-06-01,4.07,4.98,5,4.98,4.96,h_233729575,Becky,2019-01-01,TRUE,2,https://www.airbnb.com/rooms/674052062759182602,https://a0.muscache.com/pictures/hosting/Hosting-674052062759182602/original/592161dc-3aef-4ceb-a094-6001d9eb1ec0.jpeg
l_674758651803723776,Spacious 3BR | Deck | Washer/Dryer,,28732,Fletcher,35.43572,-82.51941,Entire home,Entire home/apt,6,2,3,5,First aid kit;Air conditioning;Essentials;Shampoo;Dedicated workspace;Refrigerator;Dishwasher;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Dryer;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Exterior security cameras on property;Long term stays allowed;Fire extinguisher;Coffee maker;Self check-in;Oven;Washer;Free parking on premises;Smoke alarm,249,4,1125,365,14,2022-08-28,2025-05-11,0.41,4.57,4.71,4.86,4.79,h_443139360,Vacasa North Carolina,2022-02-01,FALSE,10,https://www.airbnb.com/rooms/674758651803723764,https://a0.muscache.com/pictures/prohost-api/Hosting-674758651803723764/original/9022e514-766b-44c6-acf1-d67aefa2c1e7.jpeg
l_675529968269080320,Asheville Home - 5 min to town - Pets OK 4 BD/2 BA,"Your family will be close to everything when you stay at this centrally-located home. 5 minutes to the Biltmore and several breweries and 7 minutes to the center of downtown or two entrances to the Blue Ridge Parkway. Cherokee tribal lands, waterfalls, rafting in Nantahala, hiking, and so much more are within 20-45 minutes. Whether you are here for a family trip or a bachelorette party, our mountains have everything you could ask for and more!",28803,Tuxedo Park,35.55448,-82.51174,Entire home,Entire home/apt,12,2,4,11,"First aid kit;Samsung refrigerator;Cleaning products;Coffee maker: Keurig coffee machine;Fire pit;Drying rack for clothing;Outlet covers;Blender;Pets allowed;Room-darkening shades;Board games;Smoke alarm;Samsung stainless steel electric stove;Iron;Heating - split type ductless system;Wine glasses;Hot water kettle;AC - split type ductless system;Cooking basics;Essentials;Stainless steel oven;Bathtub;Folding or convertible high chair - always at the listing;Dedicated workspace;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Hair dryer;Kitchen;Free street parking;Free washer – In unit;Keypad;Radiant heating;Baby bath;Pack ’n play/Travel crib - always at the listing;Children's playroom;Bed linens;Ceiling fan;Housekeeping available 2 hours a day, 3 days a week - available at extra cost;Portable fans;Microwave;Coffee;Gym nearby;Hangers;BBQ grill;Exterior security cameras on property;Books and reading material;Fire extinguisher;Free dryer – In unit;Generic sensitive skin body wash body soap;365 Whole Foods Brand shampoo;Private backyard – Fully fenced;Children’s dinnerware;Long term stays allowed;Self check-in;Freezer;Private patio or balcony;42 inch HDTV with DVD player, Roku;Ethernet connection;Babysitter recommendations;Toaster;Children’s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old;Dining table;Outdoor furniture;Outdoor dining area;Fast wifi – 412 Mbps;Clothing storage: closet and dresser;365 Whole Food Brand conditioner;Sound system with Bluetooth and aux;Free parking on premises;Mountain view;Baby safety gates",166,2,1125,317,43,2022-10-23,2025-05-26,1.33,4.79,4.7,4.81,4.7,h_73127762,Joel,2016-05-21,FALSE,1,https://www.airbnb.com/rooms/675529968269080269,https://a0.muscache.com/pictures/e61dd6f1-0770-452d-a82d-6e2a0ba9f89e.jpg
l_676759193993863168,Clean and Convenient West Asheville Homestay,"PWR/WTR/internet. Enjoy a stylish experience at this centrally-located place. Walkable to restaurants, bars and outdoor activities in West Asheville. Only a ten minute drive to downtown!",28806,West Asheville,35.56715,-82.59662,Private room in home,Private room,2,1,1,0,"First aid kit;Coffee maker: drip coffee maker;Shared backyard – Fully fenced;Cleaning products;Central heating;Luggage dropoff allowed;Fire pit;Pets allowed;Blender;Conditioner;Board games;Garden view;Iron;Lock on bedroom door;Extra pillows and blankets;Wine glasses;Barbecue utensils;Essentials;Children’s books and toys for ages 0-2 years old and 2-5 years old;Shampoo;Refrigerator;Shower gel;Hot water;Dishes and silverware;Private entrance;Hair dryer;Children’s bikes;Free driveway parking on premises – 1 space;Free street parking;Keypad;Pack ’n play/Travel crib - always at the listing;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Wifi;Coffee;Hangers;BBQ grill;Exterior security cameras on property;Books and reading material;Fire extinguisher;Long term stays allowed;Convection oven oven;Clothing storage: closet;Children’s dinnerware;Central air conditioning;HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, Roku;Portable heater;Outdoor playground;Freezer;Self check-in;Outdoor furniture;Babysitter recommendations;Body soap;Laundromat nearby;Smoke alarm",49,1,365,165,110,2022-07-29,2025-04-19,3.13,4.84,4.88,4.92,4.83,h_20475301,Paige & Nathan,2014-08-24,TRUE,2,https://www.airbnb.com/rooms/676759193993863114,https://a0.muscache.com/pictures/miso/Hosting-676759193993863114/original/f191f233-c4d2-48b7-a149-d0ad3625e417.jpeg
l_676863018438068608,Asheville New Home Close To Everything,"This new home offers an abundance of space both inside and out. Just minutes to downtown Asheville, West Asheville, breweries, great restaurants, shopping, hiking and only 5.3 miles from the Blue Ridge Parkway!<br />The large covered porch has ceiling fans and lighting.<br />A large kitchen offers an eating bar and dining area. <br />Upstairs relax in the spacious master bedroom with ensuite (king bed).  2nd bedroom has queen bed. Bathroom on both levels. All new home with all new appliances & furnishings.",28806,West Asheville,35.55166,-82.62365,Entire home,Entire home/apt,4,2,2,2,"First aid kit;Mini fridge;Coffee maker: drip coffee maker;Cleaning products;Air conditioning;Central heating;Luggage dropoff allowed;Free dryer;Outlet covers;Blender;Room-darkening shades;Board games;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Assorted conditioner;Assorted shampoo;Essentials;Bathtub;Dedicated workspace;Indoor fireplace;Cooking basics;Shower gel;Stainless steel oven;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Ceiling fan;Bed linens;Carbon monoxide alarm;Large with freezer refrigerator;Portable fans;Stainless steel stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;Books and reading material;Fire extinguisher;BBQ grill;Clothing storage: walk-in closet, closet, and dresser;Freezer;Private patio or balcony;Ethernet connection;Fireplace guards;Toaster;Washer;Dining table;Outdoor furniture;Outdoor dining area;Free driveway parking on premises – 2 spaces;Laundromat nearby;Assorted body soap;Smoke alarm;Private backyard",181,2,60,365,37,2022-09-04,2025-04-06,1.09,5,5,4.89,5,h_470991786,Lane,2022-07-22,TRUE,1,https://www.airbnb.com/rooms/676863018438068627,https://a0.muscache.com/pictures/miso/Hosting-676863018438068627/original/5ed9e614-86ed-4f19-afa1-ef67d28f96e6.jpeg
l_677353796235788032,Asheville Studio Oasis,"Enjoy a quiet oasis to rest and recharge near Whole Foods Grocery store, and a central location to access all the surrounding sights of beautiful Asheville. <br /><br />Less than 10 minute drive from Mountain to Sea Trail, Blue Ridge Parkway, Biltmore Estate, and charming downtown Asheville, dozens of coffee shops, breweries, and restaurants.<br /><br />please note that our family has a considerable amount of traffic during the weekend days and evenings. We do our best to keep quiet from 10pm-6am.",28805,East Asheville,35.60885,-82.49688,Entire rental unit,Entire home/apt,2,1,1,1,First aid kit;Mini fridge;Body wash body soap;Fast wifi – 106 Mbps;Cleaning products;Luggage dropoff allowed;Heating;Wine glasses;Hot water kettle;AC - split type ductless system;33 inch HDTV with Roku;Essentials;Dedicated workspace;Single level home;Shower gel;Hot water;Dishes and silverware;Private entrance;Shampoo and conditioner in one shampoo;Kitchen;Free street parking;Bed linens;Carbon monoxide alarm;Microwave;Coffee;Lockbox;Books and reading material;Fire extinguisher;Clothing storage: dresser;Cleaning available during stay;Coffee maker;Private patio or balcony;Self check-in;Dining table;Outdoor furniture;Outdoor dining area;Laundromat nearby;Free parking on premises;Smoke alarm,58,1,31,348,79,2022-08-28,2025-05-30,2.31,4.9,4.94,4.92,4.87,h_471087905,Anna Kathryn,2022-07-23,TRUE,1,https://www.airbnb.com/rooms/677353796235788057,https://a0.muscache.com/pictures/miso/Hosting-677353796235788057/original/601af1a7-6935-4b0f-a734-93d6dfccb84c.jpeg
l_679809782098650752,"Family friendly. EV! Fenced yrd, close to dwntwn","Spacious peaceful mountain home.  Lots of room for everyone to spread out and relax. Luxurious living room, chefs kitchen. <br /><br />Very family friendly with pack and play, strollers, high chair and many books and toys. <br /><br />Fenced backyard, gas fire pit. EV charger!<br /><br /> Downstairs suite can allow for privacy and separate living space if desired for multiple families or generations. No full kitchen downstairs but does have mini fridge, microwave, keurif",28805,East Asheville,35.6154,-82.48943,Entire home,Entire home/apt,12,3,4,7,"First aid kit;Mini fridge;Cleaning products;Central heating;Rice maker;Fire pit;Pets allowed;Blender;Conditioner;Room-darkening shades;Board games;Coffee maker: drip coffee maker, Keurig coffee machine;Iron;Extra pillows and blankets;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;EV charger - level 2;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Indoor fireplace: gas;Private entrance;Hair dryer;Children’s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old;Kitchen;Standalone high chair - available upon request;Free driveway parking on premises – 5 spaces;Private backyard – Not fully fenced;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;Coffee;Hangers;Exterior security cameras on property;Books and reading material;Fire extinguisher;Free dryer – In unit;Long term stays allowed;Lockbox;Clothing storage: walk-in closet, closet, and dresser;Children’s dinnerware;Central air conditioning;Freezer;Private patio or balcony;Private BBQ grill: gas;Dining table;Toaster;Oven;Washer;Outdoor furniture;Self check-in;Body soap;Bread maker;TV with Roku;Smoke alarm;Pack ’n play/Travel crib - available upon request",173,3,365,290,37,2022-10-24,2025-06-01,1.15,4.97,5,4.84,4.84,h_5111981,Jessica Leigh,2013-02-16,TRUE,1,https://www.airbnb.com/rooms/679809782098650720,https://a0.muscache.com/pictures/miso/Hosting-679809782098650720/original/f069a61b-7b4b-4aea-a7ab-90db7f31ada8.jpeg
l_681294831848601472,Stunning & serene riverside retreat in Asheville!,"Riverbend is a renovated home right on the Swannanoa River, close to downtown Asheville and the Blue Ridge Parkway.<br /><br />Located at the end of a private road, with an airy, light-filled interior and a covered deck overlooking the river, it's a place to unwind and take in the beauty of nature and the relaxing sounds of the river.<br /><br />Absolutely no parties - our home is in a quiet river community, so we ask that respectful guests looking for a relaxing getaway consider renting this peaceful retreat.",28805,East Asheville,35.60484329239477,-82.46902716931152,Entire home,Entire home/apt,6,,4,,"First aid kit;Cleaning products;Central heating;Fire pit;Ping pong table;Nest amenities conditioner;Blender;Pets allowed;Room-darkening shades;River view;Board games;Nest amenities shampoo;65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, premium cable;Iron;Fast wifi – 462 Mbps;Extra pillows and blankets;Heating - split type ductless system;Wine glasses;AC - split type ductless system;Barbecue utensils;Cooking basics;Essentials;Bathtub;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Hot water;Nest amenities body soap;Dishes and silverware;Baking sheet;Private entrance;Hair dryer;Kitchen;Keypad;Free washer – In unit;Private hot tub - available all year, open 24 hours;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Stove;Microwave;Coffee maker: drip coffee maker, french press, Keurig coffee machine, Nespresso;Coffee;Hangers;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Central air conditioning;Outdoor shower;Backyard;Free driveway parking on premises – 3 spaces;Freezer;Waterfront;Private patio or balcony;Dining table;Toaster;Oven;Outdoor furniture;Private BBQ grill: gas;Bidet;Self check-in;Clothing storage: closet and dresser;Smoke alarm;Baby safety gates",,3,60,0,38,2022-10-30,2024-09-22,1.19,5,4.92,5,4.97,h_2707998,Lisa,2012-06-21,TRUE,1,https://www.airbnb.com/rooms/681294831848601446,https://a0.muscache.com/pictures/miso/Hosting-681294831848601446/original/ce6a2013-6444-4e8a-b87d-adc656654d3f.jpeg
l_683238884299327616,River Arts furnished apt in Craftsman Home,"Lovely furnished 550 sq ft apartment in 1917 craftsman home, centrally located in the River Arts District. Walk to everything: RAD (<.5 mi), downtown (1.2 mi), West Asheville (1 mi), greenway & French Broad River (<.5 mi), bus stop (.5 mi) and more. Nature, galleries, restaurants, cafes, & music venues all easy to access. This is the middle apartment of a triplex, with air BnB guests above (no parties!) and complex managers below. Quiet, nice neighborhood, off-street parking, and loads of charm.",28801,Downtown Asheville,35.58917,-82.56884,Entire condo,Entire home/apt,2,,1,,"First aid kit;Mini fridge;Cleaning products;Central heating;Blender;Gas stove;Conditioner;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Essentials;Shampoo;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Free street parking;Ceiling fan;Bed linens;Carbon monoxide alarm;Vizio Soundbar Bluetooth sound system;Microwave;Wifi;Coffee maker: drip coffee maker, french press;Hangers;Long term stays allowed;Fire extinguisher;Central air conditioning;Freezer;Private patio or balcony;Dining table;Toaster;Oven;Body soap;Clothing storage: closet and dresser;Laundromat nearby;Free parking on premises;43 inch HDTV with Fire TV;Smoke alarm",,2,365,0,0,,,,,,,,h_98506795,Elizabeth,2016-10-06,TRUE,2,https://www.airbnb.com/rooms/683238884299327665,https://a0.muscache.com/pictures/miso/Hosting-683238884299327665/original/fca27089-3f60-4931-b5f0-872b4d87d774.jpeg
l_683253387866026752,"Private Creek Retreat Bungalow, Stroll to West AVL","Our Creekside hideaway is a peaceful retreat in the heart of all that West Asheville has to offer. You can walk to local restaurants, breweries, live music venues, and parks while coming home each night to relax your well-appointed, modern, and comfortable Green Home-certified abode that looks into our backyard with a small creek and lush trees. <br /><br />Perfect for couples, solo adventurers & business travelers.<br /><br />Search 'Airbnb - Creekside Hideaway Asheville, NC' on YouTube for a video walkthrough.",28806,West Asheville,35.57463,-82.59904,Entire home,Entire home/apt,2,1,1,1,Coffee maker: drip coffee maker;Cleaning products;Central heating;Stainless steel electric stove;Luggage dropoff allowed;Room-darkening shades;Garden view;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Fast wifi – 58 Mbps;Cooking basics;Essentials;Stainless steel oven;Bathtub;Dedicated workspace;Refrigerator;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Tea tree oil shampoo shampoo;Kitchen;Free driveway parking on premises – 1 space;Tea Tree Oil Soap body soap;Free street parking;Private backyard – Not fully fenced;Ceiling fan;Bed linens;Microwave;55 inch HDTV with Roku;Coffee;Hangers;Exterior security cameras on property;Long term stays allowed;Fire extinguisher;Lockbox;Clothing storage: closet;Central air conditioning;Freezer;Private patio or balcony;Self check-in;Dining table;Outdoor furniture;Outdoor dining area;Tea tree oil conditioner conditioner;Laundromat nearby;Smoke alarm,120,3,60,151,46,2022-08-19,2025-02-17,1.33,4.98,4.98,5,4.91,h_16110671,Jane,2014-05-28,TRUE,1,https://www.airbnb.com/rooms/683253387866026760,https://a0.muscache.com/pictures/miso/Hosting-683253387866026760/original/ca03a402-63ea-461e-8a39-57aa4f6c969a.jpeg
l_683419374652644608,Woodland suite minutes to Biltmore House and Mtns,"Cozy space with Mountain View is minutes from downtown Asheville, Biltmore House, Highland Brewery, and hundreds of hikes within the Blue Ridge Mountains.<br /><br />The woodland Suite is located in the lower story of hosts home, though will remind you of relaxing in the great outdoors: complete with forest decor. You can come and go as you please utilizing a private entrance/exit.. Free and easy parking on premises in cul-de-sac.",28803,Tuxedo Park,35.5706,-82.51482,Private room in home,Private room,2,1,1,1,First aid kit;Mini fridge;Shared backyard – Fully fenced;Cleaning products;Central heating;Coffee maker: Keurig coffee machine;Drying rack for clothing;Room-darkening shades;Lock on bedroom door;Extra pillows and blankets;Tresemme  conditioner;Hot water kettle;Essentials;Refrigerator;Hot water;Dishes and silverware;Private entrance;Fast wifi – 208 Mbps;Free street parking;Keypad;Bed linens;Carbon monoxide alarm;Microwave;Coffee;Hangers;Exterior security cameras on property;Books and reading material;Clothing storage: dresser;Central air conditioning;Dove Sensitive Skin body soap;Portable heater;Tresemme shampoo;Self check-in;Outdoor furniture;Outdoor dining area;32 inch TV with Amazon Prime Video;Shared patio or balcony;Laundromat nearby;Free parking on premises;Smoke alarm,59,2,1125,154,64,2022-09-19,2025-06-16,1.91,5,4.98,4.92,4.97,h_129486798,Ryan,2017-05-08,TRUE,1,https://www.airbnb.com/rooms/683419374652644627,https://a0.muscache.com/pictures/27eb94cb-13a7-45d0-aef6-95ea8a48a6a1.jpg
l_683520133983815168,Serenity by Purely Asheville! ! Entire Home!,The home is perfect for a solo traveler or a couple traveling to relocate to Asheville area or get away for 30 days or longer in the mountains of Western North Carolina.,28806,West Asheville,35.63375,-82.63314,Entire home,Entire home/apt,2,,2,,First aid kit;Cleaning products;Air conditioning;Central heating;Luggage dropoff allowed;Blender;Iron;Hot water kettle;Cooking basics;Bathtub;Refrigerator;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Hair dryer;Kitchen;Free washer – In unit;Carbon monoxide alarm;Wifi;TV;Coffee;Exterior security cameras on property;Long term stays allowed;Fire extinguisher;Free dryer – In unit;Lockbox;Children’s dinnerware;Cleaning available during stay;Backyard;Coffee maker;Freezer;Private patio or balcony;Self check-in;Dining table;Outdoor furniture;Oven;Outdoor dining area;Free parking on premises;Smoke alarm,,30,90,0,18,2022-08-14,2024-06-24,0.52,4.94,4.94,4.89,5,h_92361168,Zahra,2016-08-28,TRUE,2,https://www.airbnb.com/rooms/683520133983815135,https://a0.muscache.com/pictures/miso/Hosting-683520133983815135/original/a714547c-f731-43d4-a8c0-db2ab7612745.png
l_683959567296407040,French Broad River Cottage Oasis,"This uber cool and quaint cottage is nestled between I-26 and the French Broad River. Ideal for outdoorsy people who want a unique place to lay their head.<br /><br />Watch the airplanes land and take off over the river while accessing the best downtown Asheville and Hendersonville, the Blue Ridge Parkway, state parks, Sierra Nevada, Bold Rock, shopping, and so much more.",28704,South Asheville,35.46142,-82.5454,Entire cottage,Entire home/apt,2,1,1,1,Fire pit,184,2,14,90,0,,,,,,,,h_472727588,Kimberly,2022-08-01,FALSE,1,https://www.airbnb.com/rooms/683959567296407076,https://a0.muscache.com/pictures/miso/Hosting-683959567296407076/original/4ad38d10-f152-481c-9a53-d1ca69a687df.jpeg
l_685522508132856064,Screened Porch | Quiet Neighborhood near Biltmore,"This home is in the Biltmore Terrace neighborhood. Close to all in Asheville. Construction is underway on the adjacent lot.<br /><br />Private home, access to all it has to offer. 3 queen beds in 3 bedrooms with a big comfy sofa. 2 full baths and a 1/2 bath.<br /><br />This location is 5 minutes to Biltmore Village and the historic Biltmore House. Downtown Asheville is 10 minutes. Ubers and Lyfts are easily available.",28803,Tuxedo Park,35.55338,-82.50636,Entire home,Entire home/apt,6,2.5,3,3,First aid kit;Fire pit;Heating;Gas stove;Iron;Cooking basics;Essentials;Shampoo;Dedicated workspace;Indoor fireplace;Refrigerator;Dishwasher;Hot water;Dishes and silverware;Hair dryer;Kitchen;Keypad;Dryer;Private backyard – Not fully fenced;Carbon monoxide alarm;Microwave;Wifi;Smoking allowed;BBQ grill;Exterior security cameras on property;Central air conditioning;Coffee maker;Private patio or balcony;Self check-in;Outdoor furniture;Oven;Washer;Outdoor dining area;TV with Roku;Free parking on premises;Smoke alarm,90,3,28,330,104,2022-08-17,2025-05-01,3.01,4.91,4.97,4.78,4.86,h_304891938,Joshua,2019-10-27,TRUE,2,https://www.airbnb.com/rooms/685522508132856082,https://a0.muscache.com/pictures/miso/Hosting-685522508132856082/original/b1da7566-502a-4466-9538-2da70675538b.jpeg
